,ID,Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,y
1205,0x1ec8,42.0,7,135895.96,11304.663333333332,8,4,6,0.0,12,17.0,7.45,1.0,2
1206,0x1ec9,43.0,7,135895.96,11304.663333333332,8,4,6,0.0,14,17.0,2.45,1.0,1
1207,0x1ecb,43.0,7,135895.96,11304.663333333332,8,4,6,0.0,12,17.0,9.41,1.0,2
1208,0x1ecc,43.0,7,135895.96,11304.663333333332,8,4,6,0.0,12,19.0,7.45,3.0,2
1209,0x1ecd,43.0,7,135895.96,11304.663333333332,8,4,6,0.0,12,17.0,12.45,3.0,2
1211,0x1ed3,21.0,3,29608.46,2625.3716666666664,7,8,31,7.0,45,16.0,9.06,10.0,0
1213,0x1ed5,22.0,3,29608.46,2625.3716666666664,7,8,31,7.0,44,16.0,9.06,10.0,0
1216,0x1ed8,22.0,12,29608.46,2467.3716666666664,7,8,31,7.0,42,16.0,9.06,10.0,1
1217,0x1ed9,22.0,12,29608.46,2625.3716666666664,7,8,31,7.0,42,16.0,9.06,10.0,0
1218,0x1ede,29.0,5,29999.94,2767.995,10,9,15,5.0,42,20.0,7.67,10.0,1
1219,0x1ee0,30.0,5,29999.94,2767.995,10,9,15,5.0,42,21.0,7.67,10.0,0
1220,0x1ee1,30.0,5,29999.94,2767.995,10,9,15,5.0,42,20.0,7.67,10.0,0
1221,0x1ee2,30.0,5,29999.94,2767.995,10,9,15,5.0,42,21.0,7.67,10.0,0
1222,0x1ee3,30.0,5,29999.94,2767.995,10,9,15,5.0,42,14.0,0.6699999999999999,13.0,0
1223,0x1ee4,30.0,5,29999.94,2767.995,10,9,15,5.0,42,21.0,7.67,13.0,1
1224,0x1ee5,30.0,5,29999.94,2767.995,10,9,15,5.0,42,21.0,3.67,13.0,0
1225,0x1eea,15.0,11,52972.5,4600.375,7,5,32,3.0,46,24.0,7.2,11.0,0
1226,0x1eec,15.0,11,52972.5,4600.375,7,5,32,3.0,49,24.0,7.2,11.0,0
1229,0x1eef,15.0,11,52972.5,4600.375,7,5,32,3.0,46,24.0,7.2,12.0,1
1230,0x1ef0,15.0,11,52972.5,4414.375,7,5,32,3.0,46,26.0,7.2,12.0,1
1232,0x1ef6,18.0,10,113781.38999999998,9549.7825,1,4,1,0.0,14,7.0,11.34,1.0,0
1233,0x1ef8,18.0,10,113781.38999999998,9481.7825,1,4,1,0.0,19,7.0,11.34,1.0,0
1234,0x1ef9,18.0,10,113781.38999999998,9549.7825,1,4,1,0.0,14,7.0,9.41,1.0,1
1235,0x1efa,19.0,10,113781.38999999998,9549.7825,1,4,1,0.0,9,7.0,11.34,1.0,0
1236,0x1efb,19.0,10,113781.38999999998,9549.7825,1,4,1,0.0,14,7.0,11.34,1.0,0
1237,0x1efc,19.0,10,113781.38999999998,9549.7825,1,4,1,0.0,10,7.0,11.34,4.0,1
1239,0x1f03,30.0,7,15746.63,1312.2191666666663,4,3,18,5.0,22,13.0,8.83,4.0,0
1240,0x1f04,30.0,7,15746.63,1122.2191666666663,4,3,18,5.0,22,13.0,10.83,4.0,0
1242,0x1f06,30.0,7,15746.63,1122.2191666666663,4,3,18,5.0,17,13.0,10.83,4.0,1
1243,0x1f07,30.0,7,15746.63,1122.2191666666663,4,3,18,5.0,25,10.0,10.83,4.0,0
1244,0x1f08,31.0,7,15746.63,1312.2191666666663,4,3,18,5.0,21,13.0,10.83,4.0,0
1245,0x1f09,31.0,7,15746.63,1122.2191666666663,4,3,18,5.0,22,12.0,10.83,7.0,0
1246,0x1f0e,19.0,7,97961.96,8205.496666666666,4,6,6,0.0,7,12.0,6.46,0.0,0
1247,0x1f11,19.0,12,97961.96,8205.496666666666,4,6,6,0.0,7,10.0,6.46,3.0,0
1248,0x1f12,19.0,7,97961.96,8163.496666666667,4,6,6,0.0,7,10.0,6.46,3.0,0
1249,0x1f14,19.0,7,97961.96,8205.496666666666,4,6,6,0.0,7,14.0,6.46,3.0,1
1251,0x1f1a,47.0,1,31895.07,2488.9225,3,6,2,4.0,12,10.0,3.06,2.0,0
1252,0x1f1b,47.0,1,31895.07,2488.9225,3,6,2,4.0,16,7.0,3.06,2.0,0
1253,0x1f1c,47.0,1,31895.07,2488.9225,3,6,2,4.0,16,9.0,3.06,2.0,0
1254,0x1f1e,48.0,12,31895.07,2657.9225,3,6,2,4.0,12,14.0,3.06,2.0,0
1255,0x1f1f,48.0,1,31895.07,2488.9225,3,6,2,4.0,16,8.0,3.06,2.0,0
1256,0x1f21,48.0,12,31895.07,2488.9225,3,6,2,4.0,14,14.0,-1.94,2.0,1
1257,0x1f26,31.0,1,30922.28,2494.8566666666666,1,5,12,2.0,19,1.0,11.71,2.0,0
1258,0x1f29,31.0,1,30922.28,2494.8566666666666,1,5,12,2.0,19,1.0,11.71,2.0,0
1259,0x1f2a,32.0,1,30922.28,2494.8566666666666,1,5,12,2.0,19,1.0,11.71,2.0,0
1260,0x1f2b,32.0,1,30922.28,2494.8566666666666,1,5,12,2.0,19,1.0,11.71,2.0,0
1263,0x1f33,37.0,6,25530.33,2137.5275,3,4,19,0.0,17,13.0,11.98,8.0,1
1264,0x1f36,37.0,6,25530.33,2137.5275,3,4,19,0.0,13,11.0,10.98,8.0,1
1265,0x1f37,37.0,6,25530.33,2137.5275,3,4,19,0.0,17,13.0,11.98,8.0,1
1266,0x1f38,37.0,6,25530.33,2137.5275,3,4,19,0.0,17,13.0,11.98,8.0,1
1267,0x1f39,37.0,6,25530.33,2137.5275,3,4,19,0.0,16,13.0,11.98,8.0,1
1268,0x1f3e,51.0,3,110786.63999999998,9232.22,4,6,5,3.0,12,15.0,8.68,1.0,1
1269,0x1f3f,51.0,3,110786.63999999998,9299.22,4,6,5,3.0,15,15.0,8.68,2.0,1
1270,0x1f40,51.0,3,110786.63999999998,9299.22,4,6,5,3.0,12,15.0,8.68,2.0,1
1271,0x1f41,51.0,3,110786.63999999998,9299.22,4,6,5,3.0,12,14.0,8.68,2.0,0
1272,0x1f42,51.0,3,110786.63999999998,9232.22,4,6,5,3.0,12,15.0,8.68,2.0,1
1273,0x1f43,52.0,3,110786.63999999998,9299.22,4,6,5,3.0,16,15.0,8.68,2.0,0
1274,0x1f44,52.0,3,110786.63999999998,9299.22,5,7,5,3.0,8,14.0,8.68,2.0,0
1275,0x1f45,52.0,3,110786.63999999998,9299.22,5,7,5,3.0,12,15.0,8.68,2.0,1
1276,0x1f4a,26.0,7,39696.98,3211.081666666667,5,5,10,1.0,16,3.0,1.98,1.0,0
1277,0x1f4b,26.0,7,39696.98,3211.081666666667,5,5,10,1.0,11,5.0,-5.02,1.0,0
1280,0x1f4f,26.0,12,39696.98,3211.081666666667,5,5,10,1.0,11,3.0,1.98,1.0,0
1281,0x1f50,27.0,7,39696.98,3211.081666666667,5,5,10,1.0,11,3.0,1.98,1.0,0
1282,0x1f56,34.0,6,120366.6,9888.55,4,7,2,4.0,12,5.0,0.8,3.0,0
1283,0x1f58,34.0,6,120366.6,9888.55,4,7,2,4.0,12,6.0,0.8,3.0,0
1286,0x1f5b,34.0,6,120366.6,9888.55,4,7,2,4.0,9,8.0,0.8,6.0,0
1287,0x1f5c,34.0,6,120366.6,9888.55,4,7,2,4.0,12,8.0,4.8,6.0,0
1288,0x1f5d,34.0,6,120366.6,9888.55,4,7,2,4.0,12,8.0,0.8,6.0,0
1289,0x1f62,51.0,9,13074.395,1356.5329166666668,8,7,8,1.0,7,14.0,9.96,2.0,2
1290,0x1f63,51.0,9,13074.395,1356.5329166666668,8,7,8,1.0,9,14.0,-0.04,6.0,2
1291,0x1f65,51.0,9,13074.395,1356.5329166666668,8,7,8,1.0,9,14.0,5.96,6.0,2
1298,0x1f72,31.0,8,76087.68,6155.639999999999,6,3,9,4.0,14,10.0,13.73,2.0,1
1300,0x1f74,31.0,8,76087.68,6155.639999999999,6,3,9,4.0,11,8.0,13.73,2.0,1
1302,0x1f7c,23.0,9,51824.94,4417.745,6,7,26,8.0,36,14.0,0.63,8.0,0
1303,0x1f7e,23.0,9,51824.94,4417.745,6,7,26,8.0,39,24.0,0.63,8.0,0
1305,0x1f80,23.0,9,51824.94,4417.745,6,7,26,8.0,38,22.0,0.63,8.0,0
1307,0x1f86,31.0,6,11431.775,930.6479166666668,8,6,16,4.0,7,17.0,0.52,3.0,1
1309,0x1f88,31.0,6,11431.775,930.6479166666668,8,6,16,4.0,7,15.0,0.52,3.0,1
1310,0x1f89,31.0,6,11431.775,952.6479166666668,8,6,16,4.0,7,15.0,0.52,6.0,1
1311,0x1f8a,31.0,6,11431.775,930.6479166666668,8,6,16,4.0,7,15.0,0.52,3.0,1
1312,0x1f8b,31.0,12,11431.775,930.6479166666668,8,6,16,4.0,7,12.0,3.52,3.0,1
1314,0x1f8d,31.0,6,11431.775,930.6479166666668,8,6,16,4.0,7,15.0,0.52,3.0,2
1315,0x1f92,38.0,3,14224.655,1395.3879166666668,8,6,13,1.0,27,10.0,8.1,1.0,1
1316,0x1f93,38.0,3,14224.655,1395.3879166666668,8,6,13,1.0,27,10.0,8.1,1.0,1
1321,0x1f98,38.0,3,14224.655,1395.3879166666668,8,6,13,1.0,26,8.0,8.1,5.0,1
1322,0x1f99,38.0,3,14224.655,1395.3879166666668,8,6,13,1.0,24,10.0,8.1,5.0,1
1324,0x1fa0,46.0,11,142170.12,11584.51,3,4,8,2.0,3,1.0,2.58,3.0,2
1325,0x1fa1,46.0,11,142170.12,11584.51,3,4,8,2.0,3,1.0,2.58,3.0,2
1326,0x1fa2,46.0,11,142170.12,11584.51,3,4,8,2.0,3,1.0,2.58,3.0,2
1327,0x1fa3,46.0,11,142170.12,11584.51,3,4,8,2.0,1,1.0,2.58,3.0,2
1330,0x1faa,45.0,9,19951.765,1592.647083333333,1,1,12,2.0,5,14.0,2.89,0.0,2
1331,0x1fab,45.0,9,19951.765,1592.647083333333,1,1,12,2.0,10,6.0,0.8900000000000001,0.0,2
1332,0x1fac,45.0,9,19951.765,1662.6470833333333,1,1,12,2.0,10,6.0,2.89,0.0,2
1333,0x1fad,45.0,9,19951.765,1662.6470833333333,1,1,12,2.0,11,6.0,2.89,5.0,2
1334,0x1faf,45.0,9,19951.765,1662.6470833333333,1,1,12,2.0,10,6.0,2.89,5.0,2
1336,0x1fb7,36.0,14,94454.1,8102.175,1,4,5,3.0,9,14.0,1.63,4.0,2
1337,0x1fb8,36.0,14,94454.1,8102.175,1,4,5,3.0,6,7.0,-3.37,4.0,2
1338,0x1fb9,36.0,14,94454.1,7871.175,1,4,5,3.0,9,6.0,1.63,4.0,2
1339,0x1fba,36.0,12,94454.1,7871.175,1,4,5,3.0,9,6.0,1.63,6.0,2
1341,0x1fbc,36.0,14,94454.1,8102.175,1,4,5,3.0,9,8.0,1.63,6.0,2
1342,0x1fc2,28.0,3,27063.43,2255.2858333333334,8,3,12,4.0,21,14.0,12.49,2.0,1
1343,0x1fc3,28.0,3,27063.43,2455.285833333333,8,3,12,4.0,21,13.0,12.49,2.0,1
1345,0x1fc6,28.0,3,27063.43,2455.285833333333,8,3,12,4.0,21,12.0,8.49,5.0,1
1347,0x1fc8,28.0,3,27063.43,2455.285833333333,8,3,12,4.0,19,15.0,14.49,5.0,2
1348,0x1fce,44.0,10,36980.1,3352.675,6,10,29,6.0,54,16.0,9.55,12.0,0
1349,0x1fcf,44.0,10,36980.1,3352.675,6,10,29,6.0,54,16.0,9.55,12.0,0
1350,0x1fd0,44.0,10,36980.1,3352.675,6,10,29,6.0,49,14.0,9.55,12.0,0
1351,0x1fd2,44.0,10,36980.1,3352.675,6,10,29,6.0,50,16.0,9.55,14.0,0
1352,0x1fd3,44.0,10,36980.1,3352.675,6,10,29,6.0,54,16.0,9.55,14.0,0
1354,0x1fda,26.0,14,96582.24,7886.52,3,3,13,1.0,9,13.0,19.79,0.0,1
1355,0x1fdb,26.0,14,96582.24,7886.52,3,3,13,1.0,6,18.0,19.79,6.0,1
1356,0x1fdc,26.0,14,96582.24,7886.52,3,3,13,1.0,5,15.0,19.79,0.0,1
1357,0x1fdd,26.0,14,96582.24,7886.52,3,3,13,1.0,10,16.0,19.79,0.0,1
1358,0x1fde,26.0,14,96582.24,7886.52,3,3,13,1.0,10,15.0,19.79,0.0,1
1359,0x1fdf,26.0,14,96582.24,7886.52,3,3,13,1.0,15,15.0,12.79,0.0,1
1360,0x1fe0,27.0,14,96582.24,7886.52,3,3,13,1.0,10,15.0,19.79,0.0,1
1361,0x1fe1,27.0,14,96582.24,7886.52,3,3,13,1.0,10,18.0,19.79,0.0,1
1362,0x1fe6,39.0,2,122978.43,10248.2025,0,1,9,3.0,14,4.0,3.33,2.0,2
1363,0x1fe7,39.0,2,122978.43,10514.2025,0,1,9,3.0,12,2.0,10.33,6.0,2
1366,0x1fea,39.0,2,122978.43,10248.2025,0,1,9,3.0,17,4.0,7.33,3.0,2
1367,0x1feb,39.0,2,122978.43,10514.2025,0,1,9,3.0,11,4.0,7.33,3.0,2
1368,0x1fec,40.0,12,122978.43,10514.2025,0,1,9,3.0,14,4.0,7.33,3.0,1
1369,0x1fed,40.0,2,122978.43,10514.2025,0,1,9,3.0,14,3.0,2.33,3.0,2
1370,0x200a,28.0,2,7709.625,642.46875,7,9,31,6.0,28,18.0,12.01,12.0,0
1371,0x200b,28.0,2,7709.625,625.46875,7,9,31,6.0,30,18.0,19.01,12.0,0
1372,0x200c,28.0,2,7709.625,642.46875,7,9,31,6.0,29,18.0,12.01,12.0,0
1373,0x200e,28.0,2,7709.625,625.46875,7,9,31,6.0,28,18.0,16.009999999999998,14.0,0
1375,0x2010,29.0,2,7709.625,625.46875,7,9,31,6.0,28,18.0,12.01,14.0,0
1377,0x2016,53.0,6,34547.54,2994.961666666666,6,6,5,1.0,21,13.0,3.59,1.0,2
1378,0x2018,53.0,6,34547.54,2994.961666666666,6,6,5,1.0,19,11.0,3.59,1.0,1
1379,0x2019,54.0,6,34547.54,2994.961666666666,6,6,5,1.0,19,13.0,3.59,1.0,2
1380,0x201a,54.0,6,34547.54,2994.961666666666,6,6,5,1.0,19,10.0,1.59,1.0,2
1381,0x201b,54.0,6,34547.54,2994.961666666666,6,6,5,1.0,19,10.0,3.59,1.0,2
1382,0x201c,54.0,6,34547.54,2994.961666666666,6,6,5,1.0,19,13.0,3.59,6.0,1
1383,0x201d,54.0,6,34547.54,2994.961666666666,6,6,5,1.0,20,14.0,3.59,6.0,1
1384,0x202e,19.0,4,20354.85,1403.2375,8,6,30,7.0,36,24.0,23.66,10.0,1
1385,0x2030,19.0,4,20354.85,1696.2375,8,6,30,7.0,36,24.0,23.66,10.0,1
1386,0x2031,19.0,4,20354.85,1403.2375,8,6,30,7.0,36,24.0,23.66,10.0,1
1387,0x2032,19.0,4,20354.85,1403.2375,8,6,30,7.0,36,21.0,23.66,10.0,1
1388,0x2033,19.0,4,20354.85,1403.2375,8,6,30,7.0,36,23.0,23.66,10.0,1
1389,0x2034,19.0,4,20354.85,1403.2375,8,6,30,7.0,36,24.0,23.66,10.0,1
1390,0x2035,19.0,4,20354.85,1403.2375,8,6,30,7.0,33,24.0,23.66,10.0,1
1392,0x203b,40.0,5,46113.81,3953.8175,7,5,24,2.0,19,8.0,12.77,6.0,0
1393,0x203d,40.0,5,46113.81,3842.8175,7,5,24,2.0,19,9.0,11.77,6.0,0
1394,0x203f,40.0,12,46113.81,3953.8175,7,5,24,2.0,24,9.0,11.77,6.0,0
1395,0x2040,40.0,5,46113.81,3842.8175,7,5,24,2.0,19,12.0,11.77,9.0,1
1396,0x2041,40.0,5,46113.81,3953.8175,7,5,24,2.0,19,14.0,11.77,9.0,0
1398,0x2047,14.0,3,8882.47,555.2058333333333,9,7,19,7.0,40,15.0,15.62,7.0,0
1399,0x2048,14.0,3,8882.47,555.2058333333333,9,7,19,7.0,40,16.0,15.62,7.0,0
1400,0x204a,15.0,3,8882.47,555.2058333333333,9,7,19,7.0,40,13.0,15.62,7.0,1
1402,0x204d,15.0,3,8882.47,555.2058333333333,9,7,19,7.0,40,18.0,15.62,7.0,1
1403,0x2052,26.0,8,34128.92,2740.0766666666664,6,8,31,6.0,18,25.0,3.99,9.0,0
1404,0x2053,26.0,8,34128.92,2740.0766666666664,6,8,31,6.0,22,22.0,3.99,13.0,0
1405,0x2054,26.0,8,34128.92,2740.0766666666664,6,8,31,6.0,18,22.0,3.99,13.0,0
1406,0x2055,26.0,8,34128.92,2740.0766666666664,6,8,31,6.0,16,22.0,3.99,13.0,1
1407,0x2056,26.0,12,34128.92,2844.0766666666664,6,8,31,6.0,18,22.0,3.99,13.0,0
1408,0x2057,26.0,8,34128.92,2740.0766666666664,6,8,31,6.0,23,20.0,3.99,13.0,0
1409,0x2058,26.0,8,34128.92,2740.0766666666664,6,8,31,6.0,18,22.0,3.99,13.0,0
1410,0x2059,26.0,8,34128.92,2740.0766666666664,6,8,31,6.0,18,19.0,3.99,13.0,0
1411,0x205e,43.0,13,29042.45,2252.204166666667,3,5,5,1.0,5,16.0,9.72,3.0,1
1412,0x205f,43.0,13,29042.45,2252.204166666667,3,5,5,1.0,5,13.0,9.72,4.0,1
1413,0x2060,43.0,13,29042.45,2252.204166666667,3,5,5,1.0,5,16.0,9.72,4.0,1
1414,0x2061,43.0,13,29042.45,2252.204166666667,3,5,5,1.0,2,18.0,9.72,4.0,1
1415,0x2062,43.0,13,29042.45,2252.204166666667,3,5,5,1.0,5,19.0,9.72,4.0,1
1416,0x2063,43.0,13,29042.45,2252.204166666667,3,5,5,1.0,5,16.0,9.72,4.0,1
1417,0x2064,43.0,12,29042.45,2420.204166666667,3,5,5,1.0,5,16.0,9.72,4.0,1
1418,0x2065,43.0,13,29042.45,2420.204166666667,3,5,5,1.0,5,14.0,9.72,4.0,1
1420,0x206d,33.0,1,26716.09,2372.340833333333,4,5,6,3.0,30,17.0,4.1,1.0,2
1421,0x206e,33.0,1,26716.09,2372.340833333333,4,5,6,3.0,30,14.0,6.1,1.0,1
1422,0x206f,33.0,1,26716.09,2226.340833333333,4,5,6,3.0,32,16.0,4.1,1.0,2
1423,0x2070,33.0,1,26716.09,2226.340833333333,4,5,6,3.0,27,16.0,4.1,1.0,2
1424,0x2071,33.0,1,26716.09,2372.340833333333,4,5,6,3.0,30,17.0,3.1,1.0,1
1425,0x2076,14.0,3,74733.44,5933.786666666668,9,6,19,5.0,17,20.0,28.48,9.0,0
1426,0x2077,14.0,3,74733.44,5933.786666666668,9,6,19,5.0,17,20.0,22.48,9.0,0
1427,0x2078,14.0,3,74733.44,5933.786666666668,9,6,19,5.0,17,20.0,22.48,12.0,0
1428,0x2079,14.0,3,74733.44,5933.786666666668,9,6,19,5.0,17,18.0,22.48,12.0,1
1429,0x207a,14.0,3,74733.44,5933.786666666668,9,6,19,5.0,17,14.0,22.48,12.0,1
1430,0x207b,14.0,3,74733.44,6227.786666666667,9,6,19,5.0,14,20.0,22.48,12.0,1
1431,0x207c,14.0,3,74733.44,5229.153085071379,9,6,19,5.0,17,20.0,22.48,12.0,2
1433,0x2082,44.0,10,8681.77,647.4808333333334,6,9,23,7.0,47,24.0,24.6,12.0,0
1434,0x2083,44.0,10,8681.77,647.4808333333334,6,9,23,7.0,47,24.0,19.6,12.0,1
1435,0x2084,44.0,10,8681.77,647.4808333333334,6,9,23,7.0,47,24.0,25.6,12.0,0
1436,0x2085,44.0,10,8681.77,647.4808333333334,6,9,23,7.0,47,26.0,19.6,17.0,1
1438,0x2087,44.0,10,8681.77,647.4808333333334,6,9,23,7.0,47,24.0,12.6,17.0,1
1440,0x2089,44.0,10,8681.77,647.4808333333334,6,9,23,7.0,47,21.0,19.6,17.0,1
1441,0x208e,37.0,10,10034.55,836.2125,4,4,28,6.0,26,11.0,12.65,5.0,1
1442,0x208f,38.0,10,10034.55,719.2125,4,4,28,6.0,24,9.0,12.65,5.0,0
1443,0x2091,38.0,10,10034.55,719.2125,4,4,28,6.0,25,12.0,10.65,7.0,0
1444,0x2092,38.0,10,10034.55,719.2125,4,4,28,6.0,29,9.0,6.65,7.0,0
1445,0x2093,38.0,10,10034.55,719.2125,4,4,28,6.0,26,9.0,9.41,7.0,0
1446,0x2094,38.0,10,10034.55,719.2125,4,4,28,6.0,24,7.0,12.65,6.0,1
1447,0x2095,38.0,10,10034.55,719.2125,4,4,28,6.0,24,9.0,12.65,7.0,1
1448,0x209b,40.0,14,20540.49,1859.7075,0,4,8,1.0,3,0.0,7.09,2.0,2
1449,0x209d,40.0,14,20540.49,1859.7075,0,4,8,1.0,5,3.0,7.09,2.0,1
1450,0x209e,40.0,12,20540.49,1859.7075,0,4,8,1.0,3,3.0,9.09,2.0,1
1451,0x209f,40.0,12,20540.49,1859.7075,0,4,8,1.0,3,3.0,7.09,2.0,1
1452,0x20a0,40.0,14,20540.49,1859.7075,0,4,8,1.0,-1,6.0,7.09,2.0,1
1453,0x20a1,41.0,14,20540.49,1859.7075,0,4,8,1.0,3,3.0,5.09,2.0,1
1454,0x20a6,51.0,11,38175.39,3287.2825,1,2,7,3.0,0,8.0,11.81,2.0,2
1456,0x20a8,51.0,11,38175.39,3287.2825,1,2,7,3.0,1,8.0,11.81,2.0,2
1457,0x20a9,51.0,12,38175.39,3287.2825,1,2,7,3.0,1,8.0,11.81,2.0,2
1458,0x20aa,52.0,11,38175.39,3181.2825,1,2,7,3.0,1,8.0,11.81,2.0,2
1459,0x20ab,52.0,11,38175.39,3287.2825,1,2,7,3.0,1,7.0,11.81,2.0,2
1460,0x20ac,52.0,11,38175.39,3287.2825,1,2,7,3.0,5,8.0,11.81,2.0,2
1463,0x20b3,22.0,0,116594.91,9836.2425,5,6,10,2.0,10,1.0,8.47,0.0,0
1464,0x20b4,22.0,0,116594.91,9716.2425,5,6,10,2.0,10,1.0,9.47,0.0,0
1465,0x20b5,22.0,0,116594.91,9836.2425,5,6,10,2.0,10,4.0,6.4700000000000015,0.0,1
1467,0x20b8,22.0,0,116594.91,9836.2425,5,6,10,2.0,10,7.0,8.47,0.0,1
1468,0x20b9,22.0,0,116594.91,9836.2425,5,6,10,2.0,10,3.0,8.47,0.0,1
1469,0x20be,48.0,8,24894.05,2371.5041666666666,8,3,8,0.0,22,10.0,7.3,4.0,1
1470,0x20bf,48.0,8,24894.05,2371.5041666666666,8,3,8,0.0,21,13.0,2.3,4.0,1
1472,0x20c1,48.0,8,24894.05,2371.5041666666666,8,3,8,0.0,21,10.0,2.3,5.0,1
1473,0x20c2,48.0,12,24894.05,2371.5041666666666,8,3,8,0.0,21,12.0,2.3,5.0,1
1474,0x20c3,48.0,8,24894.05,2371.5041666666666,8,3,8,0.0,21,11.0,3.3,5.0,1
1475,0x20c5,49.0,8,24894.05,2371.5041666666666,8,3,8,0.0,23,14.0,2.3,5.0,1
1476,0x20ca,38.0,14,39399.9,3487.3250000000007,6,6,17,2.0,27,19.0,18.62,12.0,0
1477,0x20cb,38.0,14,39399.9,3487.3250000000007,6,6,17,2.0,27,17.0,18.62,12.0,0
1478,0x20cc,38.0,12,39399.9,3487.3250000000007,6,6,17,2.0,26,18.0,18.62,12.0,0
1481,0x20cf,38.0,14,39399.9,3487.3250000000007,6,6,17,2.0,26,18.0,18.62,15.0,0
1485,0x20d7,24.0,11,142113.96,11903.83,6,4,17,3.0,22,14.0,18.1,8.0,1
1486,0x20d8,24.0,11,142113.96,11903.83,6,4,17,3.0,21,12.0,18.1,8.0,1
1487,0x20d9,25.0,11,142113.96,11903.83,6,4,17,3.0,21,13.0,18.1,9.0,1
1489,0x20db,25.0,11,142113.96,11903.83,6,4,17,3.0,21,12.0,18.1,9.0,1
1490,0x20dc,25.0,11,142113.96,11903.83,6,4,17,3.0,21,12.0,18.1,9.0,1
1491,0x20dd,25.0,11,142113.96,11903.83,6,4,17,3.0,18,12.0,18.1,9.0,1
1492,0x20e3,47.0,9,65299.38,5305.615,4,5,8,2.0,10,0.0,9.41,1.0,0
1493,0x20e5,47.0,9,65299.38,5441.615,4,5,8,2.0,5,0.0,5.68,1.0,0
1494,0x20e6,47.0,9,65299.38,5305.615,4,5,8,2.0,7,14.0,5.68,1.0,0
1495,0x20e8,48.0,9,65299.38,5305.615,4,5,8,2.0,10,0.0,5.68,2.0,0
1496,0x20e9,48.0,9,65299.38,5305.615,4,5,8,2.0,10,0.0,5.68,2.0,0
1497,0x20ef,52.0,8,33200.52,2755.71,6,4,20,2.0,25,15.0,9.59,4.0,1
1498,0x20f1,52.0,8,33200.52,2755.71,6,4,20,2.0,25,15.0,9.59,4.0,1
1499,0x20f2,52.0,8,33200.52,2755.71,6,4,20,2.0,25,18.0,9.59,4.0,1
1500,0x20f3,52.0,8,33200.52,2755.71,6,4,20,2.0,25,18.0,9.59,4.0,1
1501,0x20f4,52.0,8,33200.52,2755.71,6,4,20,2.0,25,16.0,12.59,4.0,1
1502,0x20f5,52.0,8,33200.52,2755.71,6,4,20,2.0,25,18.0,8.59,7.0,1
1503,0x20fa,40.0,1,82289.36,6951.446666666668,8,8,22,5.0,29,17.0,18.75,11.0,1
1504,0x20fb,40.0,1,82289.36,6951.446666666668,8,8,22,5.0,29,16.0,18.75,11.0,1
1505,0x20fc,40.0,1,82289.36,6951.446666666668,8,8,22,5.0,29,16.0,18.75,11.0,0
1506,0x20fe,41.0,1,82289.36,6951.446666666668,8,8,22,5.0,25,18.0,15.75,11.0,0
1508,0x2100,41.0,1,82289.36,6951.446666666668,8,8,22,5.0,29,16.0,18.75,12.0,0
1511,0x2108,39.0,5,7792.475,573.3729166666667,6,7,16,7.0,19,15.0,20.6,9.0,0
1512,0x2109,39.0,5,7792.475,649.3729166666667,6,7,16,7.0,16,18.0,16.6,9.0,0
1513,0x210a,39.0,5,7792.475,573.3729166666667,6,7,16,7.0,16,18.0,16.6,9.0,0
1514,0x210c,39.0,5,7792.475,573.3729166666667,6,7,16,7.0,19,18.0,12.6,10.0,1
1516,0x2114,36.0,15,65778.22,5561.5183333333325,5,3,11,4.0,26,15.0,11.6,6.0,1
1517,0x2115,36.0,15,65778.22,5481.518333333333,5,3,11,4.0,23,17.0,9.41,6.0,1
1519,0x2117,36.0,15,65778.22,5561.5183333333325,5,3,11,4.0,22,15.0,11.6,6.0,1
1520,0x2119,37.0,15,65778.22,5561.5183333333325,5,3,11,4.0,26,18.0,11.6,6.0,1
1521,0x211e,44.0,14,12016.0,729.3333333333335,6,3,14,3.0,31,10.0,15.23,0.0,1
1522,0x211f,44.0,14,12016.0,729.3333333333335,6,3,14,3.0,27,7.0,15.23,0.0,1
1525,0x2122,44.0,14,12016.0,729.3333333333335,6,3,14,3.0,27,10.0,15.23,0.0,1
1526,0x2123,44.0,14,12016.0,729.3333333333335,6,3,14,3.0,27,10.0,15.23,0.0,1
1527,0x2124,44.0,14,12016.0,729.3333333333335,6,3,14,3.0,27,10.0,15.23,0.0,1
1528,0x2125,44.0,14,12016.0,729.3333333333335,6,3,14,3.0,30,10.0,15.23,0.0,1
1529,0x212a,50.0,14,19180.87,1688.405833333333,8,4,18,4.0,7,17.0,5.32,1.0,1
1531,0x212c,50.0,14,19180.87,1688.405833333333,8,4,18,4.0,5,18.0,9.32,1.0,1
1532,0x212d,50.0,14,19180.87,1688.405833333333,8,4,18,4.0,5,17.0,12.32,6.0,1
1533,0x212e,50.0,12,19180.87,1688.405833333333,8,4,18,4.0,9,16.0,12.32,6.0,1
1534,0x212f,50.0,14,19180.87,1598.4058333333332,8,4,18,4.0,5,17.0,5.32,6.0,1
1536,0x2136,30.0,5,60552.76,4950.0633333333335,3,7,12,3.0,30,11.0,9.72,4.0,0
